date,region,region_orig,deaths,confirmed
160,AYACUCHO,AYACUCHO,144.0,5499.0
160,CAJAMARCA,CAJAMARCA,342.0,9809.0
160,CALLAO,CALLAO,1445.0,23945.0
160,CUSCO,CUSCO,189.0,7830.0
160,HUANCAVELICA,HUANCAVELICA,52.0,2775.0
160,HUANUCO,HUANUCO,284.0,8716.0
160,ICA,ICA,1347.0,15857.0
160,JUNIN,JUNIN,534.0,10439.0
160,LA LIBERTAD,LA LIBERTAD,1914.0,18450.0
160,LAMBAYEQUE,LAMBAYEQUE,1530.0,19369.0
160,LIMA,LIMA METROPOLITANA,10281.0,234183.0
160,LIMA,LIMA REGION,1084.0,20346.0
160,LORETO,LORETO,758.0,12825.0
160,MADRE DE DIOS,MADRE DE DIOS,122.0,4399.0
160,MOQUEGUA,MOQUEGUA,173.0,5253.0
160,PASCO,PASCO,70.0,2868.0
160,PIURA,PIURA,1722.0,23467.0
160,PUNO,PUNO,133.0,4258.0
160,SAN MARTIN,SAN MARTIN,624.0,10783.0
160,TACNA,TACNA,91.0,4899.0
160,TUMBES,TUMBES,265.0,4926.0
160,UCAYALI,UCAYALI,280.0,11483.0
161,AMAZONAS,AMAZONAS,186.0,7791.0
161,ANCASH,ANCASH,1075.0,14869.0
161,APURIMAC,APURIMAC,51.0,1626.0
161,AREQUIPA,AREQUIPA,973.0,22503.0
161,AYACUCHO,AYACUCHO,169.0,5643.0
161,CAJAMARCA,CAJAMARCA,344.0,10123.0
161,CALLAO,CALLAO,1451.0,24229.0
161,CUSCO,CUSCO,194.0,8192.0
161,HUANCAVELICA,HUANCAVELICA,57.0,2884.0
161,HUANUCO,HUANUCO,285.0,8904.0
161,ICA,ICA,1348.0,16150.0
161,JUNIN,JUNIN,541.0,10657.0
161,LA LIBERTAD,LA LIBERTAD,1923.0,18691.0
161,LAMBAYEQUE,LAMBAYEQUE,1534.0,19558.0
161,LIMA,LIMA METROPOLITANA,10340.0,237212.0
161,LIMA,LIMA REGION,1086.0,20599.0
161,LORETO,LORETO,784.0,12894.0
161,MADRE DE DIOS,MADRE DE DIOS,124.0,4525.0
161,MOQUEGUA,MOQUEGUA,176.0,5542.0
161,PASCO,PASCO,71.0,2929.0
161,PIURA,PIURA,1731.0,23708.0
161,PUNO,PUNO,138.0,4445.0
161,SAN MARTIN,SAN MARTIN,629.0,10933.0
161,TACNA,TACNA,98.0,5097.0
161,TUMBES,TUMBES,267.0,4965.0
161,UCAYALI,UCAYALI,281.0,11627.0
162,AMAZONAS,AMAZONAS,186.0,7986.0
162,ANCASH,ANCASH,1085.0,15101.0
162,APURIMAC,APURIMAC,53.0,1692.0
162,AREQUIPA,AREQUIPA,984.0,23179.0
162,AYACUCHO,AYACUCHO,171.0,5826.0
162,CAJAMARCA,CAJAMARCA,349.0,10534.0
162,CALLAO,CALLAO,1463.0,24417.0
162,CUSCO,CUSCO,203.0,8619.0
162,HUANCAVELICA,HUANCAVELICA,59.0,3035.0
162,HUANUCO,HUANUCO,292.0,9121.0
162,ICA,ICA,1353.0,16467.0
162,JUNIN,JUNIN,549.0,11090.0
162,LA LIBERTAD,LA LIBERTAD,1934.0,18899.0
162,LAMBAYEQUE,LAMBAYEQUE,1545.0,19733.0
162,LIMA,LIMA METROPOLITANA,10428.0,240535.0
162,LIMA,LIMA REGION,1092.0,20823.0
162,LORETO,LORETO,785.0,13100.0
162,MADRE DE DIOS,MADRE DE DIOS,126.0,4673.0
162,MOQUEGUA,MOQUEGUA,179.0,5931.0
162,PASCO,PASCO,73.0,2988.0
162,PIURA,PIURA,1740.0,24003.0
162,PUNO,PUNO,146.0,4880.0
162,SAN MARTIN,SAN MARTIN,632.0,11095.0
162,TACNA,TACNA,100.0,5311.0
162,TUMBES,TUMBES,267.0,5033.0
162,UCAYALI,UCAYALI,281.0,11732.0
163,AMAZONAS,AMAZONAS,186.0,8216.0
163,ANCASH,ANCASH,1092.0,15327.0
163,APURIMAC,APURIMAC,53.0,1777.0
163,AREQUIPA,AREQUIPA,992.0,23934.0
163,AYACUCHO,AYACUCHO,173.0,5982.0
163,CAJAMARCA,CAJAMARCA,350.0,10795.0
163,CALLAO,CALLAO,1469.0,24629.0
163,CUSCO,CUSCO,207.0,8949.0
163,HUANCAVELICA,HUANCAVELICA,59.0,3171.0
163,HUANUCO,HUANUCO,294.0,9343.0
163,ICA,ICA,1358.0,16734.0
163,JUNIN,JUNIN,556.0,11501.0
163,LA LIBERTAD,LA LIBERTAD,1941.0,19178.0
163,LAMBAYEQUE,LAMBAYEQUE,1546.0,19884.0
163,LIMA,LIMA METROPOLITANA,10494.0,244687.0
163,LIMA,LIMA REGION,1131.0,20947.0
163,LORETO,LORETO,815.0,13186.0
163,MADRE DE DIOS,MADRE DE DIOS,127.0,4755.0
163,MOQUEGUA,MOQUEGUA,184.0,6280.0
163,PASCO,PASCO,75.0,3036.0
163,PIURA,PIURA,1743.0,24322.0
163,PUNO,PUNO,152.0,5566.0
163,SAN MARTIN,SAN MARTIN,635.0,11240.0
163,TACNA,TACNA,101.0,5546.0
163,TUMBES,TUMBES,267.0,5101.0
163,UCAYALI,UCAYALI,281.0,11860.0
164,AMAZONAS,AMAZONAS,186.0,8313.0
164,ANCASH,ANCASH,1098.0,15409.0
164,APURIMAC,APURIMAC,55.0,1806.0
164,AREQUIPA,AREQUIPA,1005.0,24096.0
164,AYACUCHO,AYACUCHO,174.0,6072.0
164,CAJAMARCA,CAJAMARCA,353.0,10969.0
164,CALLAO,CALLAO,1474.0,24765.0
164,CUSCO,CUSCO,213.0,9097.0
164,HUANCAVELICA,HUANCAVELICA,61.0,3292.0
164,HUANUCO,HUANUCO,295.0,9551.0
164,ICA,ICA,1371.0,16887.0
164,JUNIN,JUNIN,562.0,11715.0
164,LA LIBERTAD,LA LIBERTAD,1955.0,19329.0
164,LAMBAYEQUE,LAMBAYEQUE,1553.0,19980.0
164,LIMA,LIMA METROPOLITANA,10581.0,247019.0
164,LIMA,LIMA REGION,1135.0,21152.0
164,LORETO,LORETO,818.0,13296.0
164,MADRE DE DIOS,MADRE DE DIOS,128.0,4773.0
164,MOQUEGUA,MOQUEGUA,186.0,6468.0
164,PASCO,PASCO,75.0,3076.0
164,PIURA,PIURA,1751.0,24463.0
164,PUNO,PUNO,159.0,5841.0
164,SAN MARTIN,SAN MARTIN,637.0,11318.0
164,TACNA,TACNA,104.0,5760.0
164,TUMBES,TUMBES,268.0,5137.0
164,UCAYALI,UCAYALI,284.0,11909.0
165,AMAZONAS,AMAZONAS,186.0,8553.0
165,ANCASH,ANCASH,1109.0,15665.0
165,APURIMAC,APURIMAC,55.0,1875.0
165,AREQUIPA,AREQUIPA,1023.0,24559.0
165,AYACUCHO,AYACUCHO,175.0,6238.0
165,CAJAMARCA,CAJAMARCA,356.0,11281.0
165,CALLAO,CALLAO,1486.0,24946.0
165,CUSCO,CUSCO,218.0,9330.0
165,HUANCAVELICA,HUANCAVELICA,61.0,3424.0
165,HUANUCO,HUANUCO,296.0,9747.0
165,ICA,ICA,1383.0,17097.0
165,JUNIN,JUNIN,564.0,11984.0
165,LA LIBERTAD,LA LIBERTAD,1959.0,19542.0
165,LAMBAYEQUE,LAMBAYEQUE,1555.0,20101.0
165,LIMA,LIMA METROPOLITANA,10656.0,250192.0
165,LIMA,LIMA REGION,1143.0,21415.0
165,LORETO,LORETO,820.0,13522.0
165,MADRE DE DIOS,MADRE DE DIOS,128.0,4820.0
165,MOQUEGUA,MOQUEGUA,191.0,6668.0
165,PASCO,PASCO,75.0,3120.0
165,PIURA,PIURA,1755.0,24693.0
165,PUNO,PUNO,165.0,5985.0
165,SAN MARTIN,SAN MARTIN,640.0,11482.0
165,TACNA,TACNA,106.0,5865.0
165,TUMBES,TUMBES,268.0,5169.0
165,UCAYALI,UCAYALI,285.0,12048.0
166,AMAZONAS,AMAZONAS,186.0,8670.0
166,ANCASH,ANCASH,1113.0,15894.0
166,APURIMAC,APURIMAC,55.0,1964.0
166,AREQUIPA,AREQUIPA,1030.0,25174.0
166,AYACUCHO,AYACUCHO,210.0,6435.0
166,CAJAMARCA,CAJAMARCA,358.0,11609.0
166,CALLAO,CALLAO,1488.0,25165.0
166,CUSCO,CUSCO,224.0,9776.0
166,HUANCAVELICA,HUANCAVELICA,62.0,3531.0
166,HUANUCO,HUANUCO,301.0,10032.0
166,ICA,ICA,1389.0,17348.0
166,JUNIN,JUNIN,568.0,12292.0
166,LA LIBERTAD,LA LIBERTAD,1961.0,19823.0
166,LAMBAYEQUE,LAMBAYEQUE,1558.0,20250.0
166,LIMA,LIMA METROPOLITANA,10698.0,253792.0
166,LIMA,LIMA REGION,1147.0,21640.0
166,LORETO,LORETO,851.0,13684.0
166,MADRE DE DIOS,MADRE DE DIOS,128.0,4896.0
166,MOQUEGUA,MOQUEGUA,193.0,6880.0
166,PASCO,PASCO,76.0,3187.0
166,PIURA,PIURA,1760.0,25007.0
166,PUNO,PUNO,173.0,6192.0
166,SAN MARTIN,SAN MARTIN,642.0,11634.0
166,TACNA,TACNA,110.0,6078.0
166,TUMBES,TUMBES,268.0,5215.0
166,UCAYALI,UCAYALI,285.0,12252.0
167,AMAZONAS,AMAZONAS,186.0,8813.0
167,ANCASH,ANCASH,1116.0,16149.0
167,APURIMAC,APURIMAC,56.0,2014.0
167,AREQUIPA,AREQUIPA,1039.0,25851.0
167,AYACUCHO,AYACUCHO,241.0,6560.0
167,CAJAMARCA,CAJAMARCA,362.0,12042.0
167,CALLAO,CALLAO,1493.0,25322.0
167,CUSCO,CUSCO,234.0,10194.0
167,HUANCAVELICA,HUANCAVELICA,62.0,3768.0
167,HUANUCO,HUANUCO,305.0,10219.0
167,ICA,ICA,1391.0,17624.0
167,JUNIN,JUNIN,571.0,12600.0
167,LA LIBERTAD,LA LIBERTAD,1969.0,20045.0
167,LAMBAYEQUE,LAMBAYEQUE,1559.0,20433.0
167,LIMA,LIMA METROPOLITANA,10760.0,256969.0
167,LIMA,LIMA REGION,1151.0,21854.0
167,LORETO,LORETO,883.0,13849.0
167,MADRE DE DIOS,MADRE DE DIOS,128.0,4979.0
167,MOQUEGUA,MOQUEGUA,196.0,7084.0
167,PASCO,PASCO,76.0,3235.0
167,PIURA,PIURA,1765.0,25312.0
167,PUNO,PUNO,183.0,6409.0
167,SAN MARTIN,SAN MARTIN,642.0,11816.0
167,TACNA,TACNA,112.0,6238.0
167,TUMBES,TUMBES,268.0,5289.0
167,UCAYALI,UCAYALI,286.0,12391.0
168,AMAZONAS,AMAZONAS,186.0,9010.0
168,ANCASH,ANCASH,1120.0,16365.0
168,APURIMAC,APURIMAC,57.0,2096.0
168,AREQUIPA,AREQUIPA,1056.0,26777.0
168,AYACUCHO,AYACUCHO,244.0,6746.0
168,CAJAMARCA,CAJAMARCA,363.0,12326.0
168,CALLAO,CALLAO,1506.0,25566.0
168,CUSCO,CUSCO,246.0,10613.0
168,HUANCAVELICA,HUANCAVELICA,63.0,3871.0
168,HUANUCO,HUANUCO,306.0,10440.0
168,ICA,ICA,1405.0,17829.0
168,JUNIN,JUNIN,579.0,12784.0
168,LA LIBERTAD,LA LIBERTAD,1980.0,20369.0
168,LAMBAYEQUE,LAMBAYEQUE,1562.0,20749.0
168,LIMA,LIMA METROPOLITANA,10858.0,259925.0
168,LIMA,LIMA REGION,1160.0,22097.0
168,LORETO,LORETO,883.0,13964.0
168,MADRE DE DIOS,MADRE DE DIOS,128.0,5067.0
168,MOQUEGUA,MOQUEGUA,197.0,7414.0
168,PASCO,PASCO,77.0,3301.0
168,PIURA,PIURA,1772.0,25620.0
168,PUNO,PUNO,183.0,6758.0
168,SAN MARTIN,SAN MARTIN,645.0,11975.0
168,TACNA,TACNA,114.0,6468.0
168,TUMBES,TUMBES,268.0,5359.0
168,UCAYALI,UCAYALI,287.0,12578.0
169,AMAZONAS,AMAZONAS,188.0,9282.0
169,ANCASH,ANCASH,1124.0,16626.0
169,APURIMAC,APURIMAC,58.0,2145.0
169,AREQUIPA,AREQUIPA,1068.0,28061.0
169,AYACUCHO,AYACUCHO,245.0,6894.0
169,CAJAMARCA,CAJAMARCA,366.0,12593.0
169,CALLAO,CALLAO,1512.0,25816.0
169,CUSCO,CUSCO,254.0,11222.0
169,HUANCAVELICA,HUANCAVELICA,65.0,3994.0
169,HUANUCO,HUANUCO,309.0,10667.0
169,ICA,ICA,1411.0,18083.0
169,JUNIN,JUNIN,586.0,13031.0
169,LA LIBERTAD,LA LIBERTAD,1987.0,20588.0
169,LAMBAYEQUE,LAMBAYEQUE,1568.0,20932.0
169,LIMA,LIMA METROPOLITANA,10933.0,262858.0
169,LIMA,LIMA REGION,1167.0,22291.0
169,LORETO,LORETO,915.0,14102.0
169,MADRE DE DIOS,MADRE DE DIOS,128.0,5158.0
169,MOQUEGUA,MOQUEGUA,200.0,7676.0
169,PASCO,PASCO,78.0,3365.0
169,PIURA,PIURA,1778.0,25969.0
169,PUNO,PUNO,189.0,6975.0
169,SAN MARTIN,SAN MARTIN,649.0,12091.0
169,TACNA,TACNA,119.0,6653.0
169,TUMBES,TUMBES,268.0,5405.0
169,UCAYALI,UCAYALI,288.0,12759.0
170,AMAZONAS,AMAZONAS,188.0,9471.0
170,ANCASH,ANCASH,1128.0,16852.0
170,APURIMAC,APURIMAC,58.0,2284.0
170,AREQUIPA,AREQUIPA,1078.0,28938.0
170,AYACUCHO,AYACUCHO,249.0,7085.0
170,CAJAMARCA,CAJAMARCA,369.0,13004.0
170,CALLAO,CALLAO,1521.0,25997.0
170,CUSCO,CUSCO,261.0,11974.0
170,HUANCAVELICA,HUANCAVELICA,68.0,4116.0
170,HUANUCO,HUANUCO,312.0,10829.0
170,ICA,ICA,1418.0,18288.0
170,JUNIN,JUNIN,598.0,13208.0
170,LA LIBERTAD,LA LIBERTAD,1991.0,20826.0
170,LAMBAYEQUE,LAMBAYEQUE,1571.0,21095.0
170,LIMA,LIMA METROPOLITANA,11034.0,265854.0
170,LIMA,LIMA REGION,1178.0,22420.0
170,LORETO,LORETO,916.0,14362.0
170,MADRE DE DIOS,MADRE DE DIOS,129.0,5296.0
170,MOQUEGUA,MOQUEGUA,208.0,7771.0
170,PASCO,PASCO,79.0,3419.0
170,PIURA,PIURA,1785.0,26317.0
170,PUNO,PUNO,194.0,7240.0
170,SAN MARTIN,SAN MARTIN,650.0,12273.0
170,TACNA,TACNA,122.0,7084.0
170,TUMBES,TUMBES,270.0,5449.0
170,UCAYALI,UCAYALI,288.0,12874.0
171,AMAZONAS,AMAZONAS,188.0,9622.0
171,ANCASH,ANCASH,1134.0,16949.0
171,APURIMAC,APURIMAC,60.0,2307.0
171,AREQUIPA,AREQUIPA,1083.0,29502.0
171,AYACUCHO,AYACUCHO,249.0,7148.0
171,CAJAMARCA,CAJAMARCA,373.0,13452.0
171,CALLAO,CALLAO,1528.0,26070.0
171,CUSCO,CUSCO,264.0,12322.0
171,HUANCAVELICA,HUANCAVELICA,72.0,4194.0
171,HUANUCO,HUANUCO,316.0,10931.0
171,ICA,ICA,1421.0,18531.0
171,JUNIN,JUNIN,603.0,13400.0
171,LA LIBERTAD,LA LIBERTAD,1998.0,21053.0
171,LAMBAYEQUE,LAMBAYEQUE,1573.0,21204.0
171,LIMA,LIMA METROPOLITANA,11103.0,267997.0
171,LIMA,LIMA REGION,1184.0,22531.0
171,LORETO,LORETO,919.0,14486.0
171,MADRE DE DIOS,MADRE DE DIOS,129.0,5382.0
171,MOQUEGUA,MOQUEGUA,212.0,7900.0
171,PASCO,PASCO,81.0,3444.0
171,PIURA,PIURA,1787.0,26452.0
171,PUNO,PUNO,203.0,7392.0
171,SAN MARTIN,SAN MARTIN,650.0,12460.0
171,TACNA,TACNA,123.0,7290.0
171,TUMBES,TUMBES,271.0,5468.0
171,UCAYALI,UCAYALI,289.0,12951.0
172,AMAZONAS,AMAZONAS,190.0,9760.0
172,ANCASH,ANCASH,1138.0,17170.0
172,APURIMAC,APURIMAC,60.0,2387.0
172,AREQUIPA,AREQUIPA,1095.0,29857.0
172,AYACUCHO,AYACUCHO,251.0,7263.0
172,CAJAMARCA,CAJAMARCA,375.0,13654.0
172,CALLAO,CALLAO,1534.0,26346.0
172,CUSCO,CUSCO,273.0,12648.0
172,HUANCAVELICA,HUANCAVELICA,76.0,4258.0
172,HUANUCO,HUANUCO,318.0,11105.0
172,ICA,ICA,1426.0,18833.0
172,JUNIN,JUNIN,611.0,13555.0
172,LA LIBERTAD,LA LIBERTAD,2012.0,21261.0
172,LAMBAYEQUE,LAMBAYEQUE,1575.0,21310.0
172,LIMA,LIMA METROPOLITANA,11194.0,270543.0
172,LIMA,LIMA REGION,1192.0,22710.0
172,LORETO,LORETO,919.0,14593.0
172,MADRE DE DIOS,MADRE DE DIOS,129.0,5449.0
172,MOQUEGUA,MOQUEGUA,214.0,8098.0
172,PASCO,PASCO,82.0,3486.0
172,PIURA,PIURA,1791.0,26832.0
172,PUNO,PUNO,207.0,7536.0
172,SAN MARTIN,SAN MARTIN,652.0,12601.0
172,TACNA,TACNA,126.0,7550.0
172,TUMBES,TUMBES,272.0,5532.0
172,UCAYALI,UCAYALI,289.0,13045.0
173,AMAZONAS,AMAZONAS,190.0,9968.0
173,ANCASH,ANCASH,1141.0,17314.0
173,APURIMAC,APURIMAC,60.0,2448.0
173,AREQUIPA,AREQUIPA,1106.0,30441.0
173,AYACUCHO,AYACUCHO,253.0,7407.0
173,CAJAMARCA,CAJAMARCA,377.0,13860.0
173,CALLAO,CALLAO,1540.0,26471.0
173,CUSCO,CUSCO,280.0,12920.0
173,HUANCAVELICA,HUANCAVELICA,76.0,4341.0
173,HUANUCO,HUANUCO,319.0,11234.0
173,ICA,ICA,1429.0,19229.0
173,JUNIN,JUNIN,614.0,13736.0
173,LA LIBERTAD,LA LIBERTAD,2016.0,21438.0
173,LAMBAYEQUE,LAMBAYEQUE,1577.0,21420.0
173,LIMA,LIMA METROPOLITANA,11245.0,272223.0
173,LIMA,LIMA REGION,1196.0,22883.0
173,LORETO,LORETO,919.0,14680.0
173,MADRE DE DIOS,MADRE DE DIOS,129.0,5533.0
173,MOQUEGUA,MOQUEGUA,220.0,8239.0
173,PASCO,PASCO,82.0,3526.0
173,PIURA,PIURA,1799.0,27118.0
173,PUNO,PUNO,211.0,7701.0
173,SAN MARTIN,SAN MARTIN,654.0,12752.0
173,TACNA,TACNA,126.0,7786.0
173,TUMBES,TUMBES,273.0,5556.0
173,UCAYALI,UCAYALI,292.0,13154.0
174,AMAZONAS,AMAZONAS,190.0,10120.0
174,ANCASH,ANCASH,1148.0,17595.0
174,APURIMAC,APURIMAC,61.0,2539.0
174,AREQUIPA,AREQUIPA,1121.0,30997.0
174,AYACUCHO,AYACUCHO,256.0,7573.0
174,CAJAMARCA,CAJAMARCA,379.0,14256.0
174,CALLAO,CALLAO,1546.0,26709.0
174,CUSCO,CUSCO,289.0,13354.0
174,HUANCAVELICA,HUANCAVELICA,76.0,4430.0
174,HUANUCO,HUANUCO,321.0,11459.0
174,ICA,ICA,1434.0,19628.0
174,JUNIN,JUNIN,622.0,14050.0
174,LA LIBERTAD,LA LIBERTAD,2023.0,21693.0
174,LAMBAYEQUE,LAMBAYEQUE,1578.0,21647.0
174,LIMA,LIMA METROPOLITANA,11315.0,274966.0
174,LIMA,LIMA REGION,1198.0,23085.0
174,LORETO,LORETO,919.0,14908.0
174,MADRE DE DIOS,MADRE DE DIOS,129.0,5654.0
174,MOQUEGUA,MOQUEGUA,221.0,8432.0
174,PASCO,PASCO,83.0,3599.0
174,PIURA,PIURA,1803.0,27490.0
174,PUNO,PUNO,215.0,7925.0
174,SAN MARTIN,SAN MARTIN,656.0,12965.0
174,TACNA,TACNA,128.0,8061.0
174,TUMBES,TUMBES,274.0,5601.0
174,UCAYALI,UCAYALI,292.0,13261.0
175,AMAZONAS,AMAZONAS,190.0,10373.0
175,ANCASH,ANCASH,1152.0,17846.0
175,APURIMAC,APURIMAC,62.0,2619.0
175,AREQUIPA,AREQUIPA,1132.0,31601.0
175,AYACUCHO,AYACUCHO,256.0,7793.0
175,CAJAMARCA,CAJAMARCA,380.0,14524.0
175,CALLAO,CALLAO,1558.0,26939.0
175,CUSCO,CUSCO,302.0,13725.0
175,HUANCAVELICA,HUANCAVELICA,79.0,4495.0
175,HUANUCO,HUANUCO,324.0,11640.0
175,ICA,ICA,1441.0,19910.0
175,JUNIN,JUNIN,629.0,14305.0
175,LA LIBERTAD,LA LIBERTAD,2028.0,21899.0
175,LAMBAYEQUE,LAMBAYEQUE,1579.0,21785.0
175,LIMA,LIMA METROPOLITANA,11395.0,277710.0
175,LIMA,LIMA REGION,1208.0,23288.0
175,LORETO,LORETO,921.0,15056.0
175,MADRE DE DIOS,MADRE DE DIOS,129.0,5777.0
175,MOQUEGUA,MOQUEGUA,223.0,8624.0
175,PASCO,PASCO,85.0,3639.0
175,PIURA,PIURA,1810.0,27779.0
175,PUNO,PUNO,223.0,8155.0
175,SAN MARTIN,SAN MARTIN,659.0,13174.0
175,TACNA,TACNA,139.0,8199.0
175,TUMBES,TUMBES,275.0,5646.0
175,UCAYALI,UCAYALI,292.0,13460.0
176,AMAZONAS,AMAZONAS,190.0,10640.0
176,ANCASH,ANCASH,1156.0,18088.0
176,APURIMAC,APURIMAC,63.0,2703.0
176,AREQUIPA,AREQUIPA,1137.0,32139.0
176,AYACUCHO,AYACUCHO,257.0,7981.0
176,CAJAMARCA,CAJAMARCA,383.0,14864.0
176,CALLAO,CALLAO,1565.0,27210.0
176,CUSCO,CUSCO,310.0,14380.0
176,HUANCAVELICA,HUANCAVELICA,81.0,4574.0
176,HUANUCO,HUANUCO,324.0,11837.0
176,ICA,ICA,1446.0,20337.0
176,JUNIN,JUNIN,638.0,14554.0
176,LA LIBERTAD,LA LIBERTAD,2034.0,22165.0
176,LAMBAYEQUE,LAMBAYEQUE,1582.0,21960.0
176,LIMA,LIMA METROPOLITANA,11456.0,281062.0
176,LIMA,LIMA REGION,1212.0,23505.0
176,LORETO,LORETO,922.0,15391.0
176,MADRE DE DIOS,MADRE DE DIOS,129.0,5887.0
176,MOQUEGUA,MOQUEGUA,225.0,8838.0
176,PASCO,PASCO,87.0,3705.0
176,PIURA,PIURA,1813.0,28212.0
176,PUNO,PUNO,229.0,8392.0
176,SAN MARTIN,SAN MARTIN,659.0,13428.0
176,TACNA,TACNA,141.0,8373.0
176,TUMBES,TUMBES,275.0,5662.0
176,UCAYALI,UCAYALI,293.0,13548.0
177,AMAZONAS,AMAZONAS,190.0,10803.0
177,ANCASH,ANCASH,1167.0,18355.0
177,APURIMAC,APURIMAC,64.0,2799.0
177,AREQUIPA,AREQUIPA,1145.0,32604.0
177,AYACUCHO,AYACUCHO,259.0,8132.0
177,CAJAMARCA,CAJAMARCA,385.0,15040.0
177,CALLAO,CALLAO,1570.0,27407.0
177,CUSCO,CUSCO,321.0,14973.0
177,HUANCAVELICA,HUANCAVELICA,83.0,4639.0
177,HUANUCO,HUANUCO,327.0,12049.0
177,ICA,ICA,1451.0,20736.0
177,JUNIN,JUNIN,647.0,14755.0
177,LA LIBERTAD,LA LIBERTAD,2042.0,22485.0
177,LAMBAYEQUE,LAMBAYEQUE,1585.0,22142.0
177,LIMA,LIMA METROPOLITANA,11544.0,283503.0
177,LIMA,LIMA REGION,1213.0,23742.0
177,LORETO,LORETO,922.0,15489.0
177,MADRE DE DIOS,MADRE DE DIOS,129.0,5982.0
177,MOQUEGUA,MOQUEGUA,227.0,8960.0
177,PASCO,PASCO,88.0,3823.0
177,PIURA,PIURA,1818.0,28586.0
177,PUNO,PUNO,231.0,8603.0
177,SAN MARTIN,SAN MARTIN,661.0,13625.0
177,TACNA,TACNA,146.0,8503.0
177,TUMBES,TUMBES,276.0,5715.0
177,UCAYALI,UCAYALI,297.0,13716.0
178,AMAZONAS,AMAZONAS,191.0,10883.0
178,ANCASH,ANCASH,1170.0,18459.0
178,APURIMAC,APURIMAC,65.0,2842.0
178,AREQUIPA,AREQUIPA,1159.0,32903.0
178,AYACUCHO,AYACUCHO,260.0,8208.0
178,CAJAMARCA,CAJAMARCA,388.0,15189.0
178,CALLAO,CALLAO,1576.0,27489.0
178,CUSCO,CUSCO,326.0,15235.0
178,HUANCAVELICA,HUANCAVELICA,83.0,4714.0
178,HUANUCO,HUANUCO,331.0,12262.0
178,ICA,ICA,1455.0,21013.0
178,JUNIN,JUNIN,654.0,14995.0
178,LA LIBERTAD,LA LIBERTAD,2052.0,22616.0
178,LAMBAYEQUE,LAMBAYEQUE,1589.0,22253.0
178,LIMA,LIMA METROPOLITANA,11612.0,285298.0
178,LIMA,LIMA REGION,1220.0,23864.0
178,LORETO,LORETO,922.0,15573.0
178,MADRE DE DIOS,MADRE DE DIOS,129.0,6059.0
178,MOQUEGUA,MOQUEGUA,229.0,9008.0
178,PASCO,PASCO,89.0,3860.0
178,PIURA,PIURA,1825.0,28742.0
178,PUNO,PUNO,237.0,8756.0
178,SAN MARTIN,SAN MARTIN,661.0,13674.0
178,TACNA,TACNA,147.0,8639.0
178,TUMBES,TUMBES,277.0,5735.0
178,UCAYALI,UCAYALI,297.0,13768.0
179,AMAZONAS,AMAZONAS,191.0,10964.0
179,ANCASH,ANCASH,1171.0,18605.0
179,APURIMAC,APURIMAC,65.0,2873.0
179,AREQUIPA,AREQUIPA,1170.0,33140.0
179,AYACUCHO,AYACUCHO,261.0,8337.0
179,CAJAMARCA,CAJAMARCA,388.0,15370.0
179,CALLAO,CALLAO,1579.0,27648.0
179,CUSCO,CUSCO,330.0,15379.0
179,HUANCAVELICA,HUANCAVELICA,83.0,4800.0
179,HUANUCO,HUANUCO,333.0,12444.0
179,ICA,ICA,1457.0,21257.0
179,JUNIN,JUNIN,656.0,15111.0
179,LA LIBERTAD,LA LIBERTAD,2057.0,22785.0
179,LAMBAYEQUE,LAMBAYEQUE,1593.0,22331.0
179,LIMA,LIMA METROPOLITANA,11681.0,287326.0
179,LIMA,LIMA REGION,1224.0,24033.0
179,LORETO,LORETO,923.0,15699.0
179,MADRE DE DIOS,MADRE DE DIOS,129.0,6113.0
179,MOQUEGUA,MOQUEGUA,229.0,9089.0
179,PASCO,PASCO,89.0,3891.0
179,PIURA,PIURA,1830.0,28960.0
179,PUNO,PUNO,239.0,8821.0
179,SAN MARTIN,SAN MARTIN,664.0,13795.0
179,TACNA,TACNA,148.0,8741.0
179,TUMBES,TUMBES,278.0,5771.0
179,UCAYALI,UCAYALI,300.0,13846.0
181,AMAZONAS,AMAZONAS,192.0,11209.0
181,ANCASH,ANCASH,1178.0,18979.0
181,APURIMAC,APURIMAC,67.0,3033.0
181,AREQUIPA,AREQUIPA,1186.0,34020.0
181,AYACUCHO,AYACUCHO,267.0,8612.0
181,CAJAMARCA,CAJAMARCA,397.0,15812.0
181,CALLAO,CALLAO,1592.0,28058.0
181,CUSCO,CUSCO,339.0,15937.0
181,HUANCAVELICA,HUANCAVELICA,86.0,4939.0
181,HUANUCO,HUANUCO,339.0,12784.0
181,ICA,ICA,1470.0,21757.0
181,JUNIN,JUNIN,665.0,15504.0
181,LA LIBERTAD,LA LIBERTAD,2073.0,23153.0
181,LAMBAYEQUE,LAMBAYEQUE,1597.0,22595.0
181,LIMA,LIMA METROPOLITANA,11859.0,291749.0
181,LIMA,LIMA REGION,1241.0,24411.0
181,LORETO,LORETO,923.0,16055.0
181,MADRE DE DIOS,MADRE DE DIOS,129.0,6293.0
181,MOQUEGUA,MOQUEGUA,233.0,9351.0
181,PASCO,PASCO,89.0,3978.0
181,PIURA,PIURA,1842.0,29674.0
181,PUNO,PUNO,243.0,9147.0
181,SAN MARTIN,SAN MARTIN,664.0,14101.0
181,TACNA,TACNA,153.0,9023.0
181,TUMBES,TUMBES,280.0,5877.0
